UserId,ItemId
3675,100 1868 865 1818 2875 470 1722 2541 1348 167 783 1239 2455 3220 1156 1857 275 2616 1737 1135 1714 2006 2696 3241 1498 272 346 1290 2738 814 3147 3231 454 2899 3145 780 423 1956 363 2661 1560 719 2649 3059 1602 2198 2117 2883 2066 1745
3676,358 1818 1213 2182 3209 231 3129 770 1861 3073 1423 1029 1577 3150 2651 2225 458 598 1575 589 2921 1938 1873 2809 745 2861 2855 2388 2726 1240 2072 1686 2126 2977 2352 734 465 1200 959 2470 776 2959 677 1197 876 2022 2159 1909 64 1185
3677,1818 1106 1736 1348 1560 2081 2350 596 1060 2770 2343 381 2216 1748 1183 251 3087 501 2963 1991 1741 526 1318 2435 3130 181 2546 2211 230 2111 1156 865 2347 2666 2921 2312 916 3250 1602 2874 1952 405 1200 2353 2802 2714 2413 969 465 1268
3678,1722 596 702 2964 470 1741 2541 517 2937 803 3059 3233 1714 1643 2320 2616 1498 168 1990 230 2835 1736 192 2470 3091 1318 2393 868 225 255 1358 1577 1289 1879 2343 2171 761 2081 1183 1602 181 2714 852 2311 2405 3039 1239 1237 1991 2933
3679,1386 1956 3209 2726 1200 2464 2320 2470 945 814 296 1770 865 2312 1060 702 470 1348 380 2937 1193 1156 1498 1942 1195 2350 100 2537 1575 3181 1290 2299 521 2171 957 1307 491 266 1868 1800 1241 2127 1922 697 2198 479 1560 770 1268 1031
3680,697 1020 2568 3182 2127 122 128 2222 2022 3158 117 331 1424 2928 3209 2885 1857 1339 1159 3246 968 2108 1443 296 2538 1352 1923 1942 3041 380 2369 2547 2002 988 1972 1269 2198 2652 814 584 176 3229 2514 84 2706 719 1200 945 2299 275
3681,2022 3059 470 3233 1371 1990 1714 2393 91 1567 1396 870 1770 2688 720 1106 2551 1643 491 2802 532 2428 2044 523 2963 2799 1964 2666 501 1991 3064 2880 1423 2035 1486 1290 1722 1432 2111 1357 1197 2472 3014 3104 280 296 2182 1088 853 596
3682,2182 2320 3189 2541 1575 2651 2805 100 1475 1200 2652 2351 241 405 987 2810 1804 231 465 865 1818 1941 1197 553 2464 2350 1770 2380 1861 1185 2616 3241 1755 2688 677 2072 2537 275 1106 1991 1868 719 1318 2179 876 255 1681 2193 2499 288
3683,2320 2472 497 1088 2932 48 1254 868 1864 765 3049 2937 3059 1386 2585 1200 2338 803 1964 2649 1289 2423 3014 1591 2133 2325 1973 2080 1651 3237 2478 517 1967 2176 899 2006 465 2488 1443 2885 2441 1292 116 2022 2308 1714 2203 2640 2147 532
3684,706 1185 1575 1868 865 2537 1455 384 471 3142 1474 1681 231 1193 1200 1386 663 1325 968 2007 457 2024 2444 697 2022 976 1693 2885 2977 496 1307 1195 637 2339 698 443 2117 402 3178 2902 1871 2536 2855 2173 3032 2351 2514 2547 2706 1365
3685,2455 2971 496 2312 2007 471 2514 2845 384 783 2940 2024 1881 443 1693 1409 3040 2464 1474 2463 1127 417 2837 1196 1023 2814 3178 1113 2706 3176 1195 2527 1193 2382 3231 2661 2392 2174 756 2039 960 2013 3127 2283 2031 988 1348 1793 3187 1092
3686,702 2464 1673 1455 2514 2007 2474 698 1197 2537 1734 938 1116 2855 496 505 1868 1722 2149 2024 812 358 2115 181 1696 2845 457 1307 1347 3037 1755 2206 1405 167 1456 92 621 1193 968 3220 1112 2022 2921 2525 2339 1156 471 2805 1184 588
3687,1386 2885 1348 2022 945 2537 2464 865 702 2351 1786 1185 1560 1177 2541 517 1868 275 3220 2645 1200 1197 1193 968 987 1681 573 2206 3178 1956 1575 1465 496 25 2460 2956 719 358 2514 2117 3176 505 1443 1046 1336 18 2081 1352 2652 2940
3688,1197 2022 2885 1348 2351 465 2470 2312 1956 2350 505 2726 938 2855 945 231 2320 517 2464 1474 2651 987 2977 1812 1034 2537 1922 2841 496 1195 1185 2179 2940 697 3142 275 1156 1942 471 1770 2514 1200 479 1465 2299 100 333 1046 2937 490
3689,1575 1195 2031 2940 1474 1197 2455 697 167 2312 2537 745 2527 1386 25 1218 706 2464 1260 231 2959 1720 2855 358 3241 2651 2022 571 465 1006 847 770 384 1185 1614 865 485 1200 333 3026 486 954 1521 2979 1868 2652 2627 2823 2460 1949
3690,2179 501 251 168 2616 803 2351 1060 1681 1990 852 2022 3059 192 1612 865 470 2956 2393 2874 1318 521 2963 3241 2057 1583 2428 3148 1736 2274 719 2537 2933 230 698 255 1183 2835 3233 523 1180 1315 2435 3250 2117 358 381 3090 1741 2201
3691,2022 2888 2541 1386 517 2464 644 2616 1818 1681 2726 702 1956 491 275 465 987 1200 3209 1193 865 1737 2956 1443 698 609 2182 521 1396 1474 1197 2351 2855 1575 1268 2537 2320 1423 2652 3181 2232 1579 1498 1465 2179 814 1348 18 100 852
3692,1781 593 2307 842 1680 1317 75 856 1069 3077 2075 1620 1871 910 3063 1853 2811 3186 1533 242 170 1054 133 2438 2219 2333 1597 2700 1846 2350 839 1460 706 1242 1066 1165 2521 837 1365 140 263 1966 919 1404 2923 13 615 704 1720 1828
3693,2977 714 2173 1365 471 1325 1614 2855 2455 117 1871 837 2885 1575 2022 1307 1295 830 505 1020 3186 3142 856 1455 741 2928 938 2474 1673 1734 1185 2415 3156 1343 2351 2997 2007 1868 1722 167 2841 682 384 2537 3182 2444 1194 2232 2275 72
3694,231 938 770 1405 954 1386 2464 2885 277 2022 1195 457 856 2537 167 2855 1088 2312 2514 1861 2455 1193 2031 2940 1693 1268 3041 1336 865 2222 458 358 1034 1784 1156 25 2115 361 490 1054 296 1868 2460 3209 1673 3229 987 1307 751 644
3695,1020 2977 2885 2173 706 3241 1200 2351 1474 1106 3142 1239 845 1722 1770 2428 2714 1990 2933 505 1784 1575 1868 1195 1197 454 2455 501 465 1602 1339 2538 988 471 964 1185 241 294 2855 346 2163 2976 1348 1117 1269 2182 517 115 987 468
3696,231 2902 2514 3071 494 1923 3186 1405 2222 3037 1677 2034 2770 1829 1034 1765 277 706 1693 1456 663 86 3241 46 443 2455 176 457 1860 1673 1417 1660 3142 2174 3207 1505 1756 387 1156 3167 745 633 1376 621 2100 299 1871 938 486 2928
3697,2549 84 697 422 3032 2940 1194 329 2039 2403 2047 1281 412 3013 1302 128 2125 1198 77 1260 1677 845 3026 3229 2031 333 1430 485 518 1104 1689 65 2536 695 2013 2464 2547 1429 1586 1386 313 1778 134 3193 3078 2772 2411 999 2554 2622
3698,2651 2339 3142 706 471 505 1048 2380 865 2455 1861 2182 1213 1386 231 712 457 1034 1197 2022 1868 275 465 1268 2885 384 2312 2470 697 2299 590 1474 1673 1185 167 637 1325 1200 1307 2217 2810 2320 1558 2174 1295 3037 1812 2464 2726 2128
3699,2022 505 2350 2514 2885 1424 2127 697 1835 2470 663 3026 1693 1575 1348 1195 167 3142 3109 3037 2108 296 2750 1013 2320 3241 3071 1942 2312 176 1200 2031 2299 1290 1023 968 2706 2351 2622 299 2652 2174 3236 2359 3041 1922 517 2066 2976 485
3700,1749 3181 2940 1715 2030 770 2022 859 2464 753 783 594 1013 2845 3209 3054 968 18 1195 1193 1386 2783 465 2441 2108 988 3236 525 2470 965 2966 1363 2608 1868 1160 1218 2359 496 2295 1065 2469 3231 2497 2527 1793 2269 380 2013 697 1812
3701,2212 204 3103 1357 3052 988 770 773 1386 2120 2222 2012 3022 165 2867 2022 2350 3205 2478 3209 1013 1200 1637 1923 1663 2719 2885 2320 1770 2650 465 1195 68 663 2108 1465 317 2464 2127 296 471 2470 1956 2060 1274 2855 3198 1468 1784 2398
3702,1193 1386 465 697 1956 2940 2547 1200 3178 1786 2885 417 2108 1693 1336 1949 1185 2537 2514 1443 1465 968 767 2855 1868 427 1455 2030 702 1013 3229 1241 3022 2222 3181 1307 2179 584 938 1681 2031 3248 2144 2814 85 663 2351 2541 273 1812
3703,2940 230 1336 2403 596 2464 2770 3178 2754 225 2108 2470 767 412 2312 1737 3032 3229 266 2726 2024 2549 1122 2463 2347 84 1371 2547 1643 1330 2201 306 505 329 1200 1713 226 2608 756 3248 1860 2100 299 1575 1870 584 192 770 417 2343
3704,1958 1761 2392 3040 1056 676 2527 2662 3220 976 1881 2283 1635 2878 371 384 2821 1435 2521 1170 1421 2845 1770 2306 1795 486 505 981 678 415 332 3162 895 1652 2107 2504 2822 2685 3156 1715 619 487 2124 471 960 854 1226 752 1938 1399
3705,2885 255 2726 1818 1348 1060 1197 521 296 3209 2616 644 2470 1770 100 2182 2855 2171 1268 1443 2651 2351 2350 1737 2108 1193 987 3073 596 748 2652 3236 870 1023 1034 18 814 3130 945 491 1784 470 1102 1185 385 2179 2937 2435 2810 1213
3706,770 3022 2024 2855 2514 1770 2039 255 1673 494 2547 380 2171 2359 1579 2888 594 1078 273 3236 1060 2007 296 1811 1268 2034 1112 1013 3237 2031 231 716 1693 85 2845 1835 1059 1648 2470 957 505 1245 3037 1405 1197 280 2179 1307 2180 2738
3707,45 1920 470 3090 3022 272 2258 596 2470 3084 214 3003 3229 2964 2995 942 1340 3209 346 868 488 1145 910 2976 186 1942 748 1379 1430 1197 2435 2428 1195 1122 2703 2714 1060 991 3194 870 245 532 2937 2222 1857 100 1577 115 1973 521
3708,2435 2652 3091 2022 1046 1722 3032 1106 2666 470 2875 1060 241 306 1239 756 859 532 2933 1714 1793 526 2428 803 1818 1643 2964 2802 230 761 501 1280 14 329 1315 2393 1990 2347 2464 168 2754 853 1560 852 1612 2405 1474 2714 226 3059
3709,1956 2750 3022 697 1443 2359 2108 1770 1875 1102 3078 2885 1811 496 380 756 1013 3236 2320 2940 1348 865 1784 1567 2470 2312 2039 1800 417 814 609 3073 1357 1579 1868 2749 1241 988 938 18 2351 296 2024 1023 2726 2537 457 2652 1060 1983
3710,589 1689 760 1548 176 2514 2180 451 357 162 654 1832 1786 3078 313 494 1686 2197 1405 505 2176 1531 2940 2749 2225 3241 551 476 2487 1063 3158 4 1656 3209 25 1233 1723 2547 2942 2034 2435 3196 689 1224 938 168 987 458 1589 2337
3711,1336 505 1575 2772 2464 2940 494 457 1405 1949 2034 1185 968 1325 2403 2458 706 2549 2007 88 1693 3142 663 918 1386 639 2339 471 2092 412 830 1341 1860 3139 1673 2222 1662 992 3193 275 485 2855 871 898 621 2312 117 2031 2928 86
3712,1465 698 275 273 719 2007 1681 767 1386 517 3178 457 417 2541 716 3209 1575 231 609 1648 1734 2754 1443 412 2179 1875 1868 2602 1889 1200 2549 2339 2108 2030 770 221 496 2222 3231 2320 181 2144 1232 830 2299 2547 2885 1196 812 2463
3713,1474 856 2977 231 1325 2841 2431 1224 335 2811 1896 1054 2474 865 3210 91 1975 243 1156 2631 471 2885 1405 1197 1200 2855 836 119 1154 1295 905 275 358 1088 2959 1002 1857 3241 2022 2196 1185 1895 719 1942 167 751 1343 3142 1195 1681
3714,706 3142 1386 1197 2455 2885 259 1430 2127 1020 845 457 745 231 3241 655 2855 422 2022 1307 2652 702 1348 471 1281 505 1922 1465 682 545 1194 2977 1063 1942 1575 128 1424 3182 2179 2726 2754 2086 14 1269 1857 2088 1034 2350 1673 3158
3715,275 1200 1195 2350 2726 865 1770 454 346 147 1001 1567 2470 1365 1239 2902 842 1226 115 1106 706 2087 3040 588 2117 2398 741 3187 1141 334 2966 1837 1977 294 3103 362 3124 2283 698 1781 192 3237 1032 91 1414 1597 3014 501 2115 384
3716,1575 1325 2977 1054 505 1474 2431 655 905 825 91 471 3241 2887 2474 1224 3142 751 1797 2164 2885 2113 1088 243 1871 2855 706 1195 3210 2631 1002 358 155 2089 1200 2959 1386 1861 443 2022 1197 1405 2297 1268 465 676 170 1614 1432 865
3717,471 1614 2661 2607 783 334 415 1795 2997 585 1298 397 847 2455 676 571 164 1496 13 1868 2635 939 960 2149 290 637 2206 2531 1720 231 1672 275 865 2494 2645 2627 1456 1170 2885 3041 3031 3156 1203 1185 968 454 300 2282 2031 2822
3718,1184 1673 1324 2855 372 1931 2455 457 72 1871 2173 361 842 589 2127 3186 331 3206 2299 458 1603 402 277 1614 745 2913 1734 3068 1736 1891 2066 1115 2275 1424 2997 384 1505 1858 2899 1655 1130 181 3087 545 2757 401 954 2444 2652 2208
3719,471 167 2514 1430 2031 821 1417 313 2940 1197 1548 176 13 3071 2536 968 749 1605 1756 1619 2885 1677 1689 162 2487 2979 1034 3207 486 1505 2622 2783 1366 2455 2100 1466 1230 706 2706 863 1386 2757 334 2174 2173 663 2831 1341 1693 3229
3720,100 423 1567 803 964 2031 945 1060 2940 1195 1868 2976 2398 697 2986 1818 868 1714 48 505 2883 2696 2338 2472 333 3059 521 497 2463 3229 2551 490 2080 2384 1812 470 1193 1023 1577 2044 3241 1106 748 448 2750 1715 532 3014 1990 2845
3721,825 2930 319 2811 1299 1117 2887 1964 673 3167 119 1895 987 2631 2196 2550 3210 1896 2406 1224 2959 2262 856 1470 751 1518 2889 629 1432 836 31 1415 2362 1644 1129 938 155 998 743 2316 3042 2164 990 2648 1821 1240 1405 1686 1088 2841
3722,471 2174 3176 1614 2976 2885 2845 1020 3241 384 2455 783 2855 1987 1795 2986 334 2470 847 1521 2821 571 2685 1298 423 1325 1260 964 2031 275 1868 25 1219 613 1218 741 2635 745 167 2217 975 443 2149 2940 585 1386 2392 2351 959 3237
3723,2799 2171 3039 1045 926 1386 936 362 1410 2880 1539 942 100 1278 1024 2147 3080 2248 2652 435 157 702 2724 2866 2602 1348 2350 566 1817 238 3078 2179 1358 868 270 1305 392 1733 748 788 28 2037 2022 1141 1032 1089 2728 2270 241 2878
3724,2149 1184 1156 723 1942 3220 945 2757 2652 517 494 3209 124 1046 745 784 1386 2034 363 2206 865 2474 1352 1295 3181 2770 1031 1832 596 2537 2662 2514 1971 1577 1405 117 2176 25 470 1133 3129 1226 3073 1112 2899 2283 1224 33 2997 2546
3725,13 571 1298 984 51 2627 847 2661 593 490 3105 376 283 471 1219 1614 2173 1496 2685 35 3162 2527 1212 625 334 450 766 1014 905 2494 2113 1656 2259 822 1414 1795 328 1802 618 1494 2865 397 2885 2330 454 2976 331 910 1856 2082
3726,3037 494 1405 2997 231 1734 2312 496 457 2222 2149 363 2206 1324 2885 1343 2508 2664 162 3231 1803 2770 296 2464 1575 86 1424 1307 361 1046 2706 780 1116 1290 3109 2979 663 1422 2840 1184 176 579 1386 33 2738 644 697 1193 1745 862
3727,1673 457 2706 3037 1923 1575 2066 2222 2455 1197 706 231 505 117 3142 3109 1424 167 2339 2928 1693 1295 1324 663 2034 363 3041 299 2299 2977 714 494 1677 2664 2855 1857 2622 2651 361 2115 3182 176 1456 1184 2483 856 46 296 110 3127
3728,968 1812 697 1197 2885 2855 1513 1343 2022 2537 865 2514 2312 515 331 579 1260 1673 2840 745 1857 1745 1369 2031 2738 644 1386 1156 1116 1295 267 2574 1443 1803 2997 3181 3037 1868 1664 2823 2828 296 2455 361 485 2979 1474 494 2328 1430
3729,2464 1193 1200 1868 1455 2928 496 1648 637 1092 1949 1405 2541 2024 3231 3209 2997 1956 1800 1693 2940 401 1156 494 2039 2652 277 2664 1112 2115 2030 644 3181 3041 2222 2575 333 609 1268 2841 621 1059 1189 1348 767 1770 1722 770 296 663
3730,1521 984 443 294 1594 2976 3105 3162 346 283 751 2330 328 971 2521 585 1802 2986 964 1915 1218 590 1871 1152 1014 525 228 2174 733 766 2398 1209 1988 1119 2805 415 1182 2832 1268 822 3040 3176 706 2385 450 1321 2562 2000 1026 2885
3731,2921 2710 2176 996 393 1766 2546 1768 2352 1268 2652 1224 1383 3150 2443 1240 2533 3241 1325 946 2306 829 1696 1088 1975 1861 676 1205 2188 1206 1755 505 1797 588 2233 2631 2305 876 2413 2431 2159 2537 1203 1355 243 1200 1450 954 1432 1896
3732,1386 1868 2537 865 275 2464 2320 2022 1348 719 2312 2470 2726 1956 1770 1575 496 333 1455 637 697 2885 2463 1784 1185 1681 2024 3078 517 2541 2030 1023 2940 2547 1949 2039 1465 1474 3231 945 3209 3031 756 3032 1722 783 417 1812 968 1443
3733,3229 2940 770 1185 3026 2464 2645 2922 697 2855 2278 485 1579 2527 3176 2022 1336 1195 2039 2828 1386 2845 3178 329 728 2633 3209 1715 1177 505 1357 750 2549 2537 1193 1662 333 749 465 1756 1260 957 2190 2012 1637 1589 2065 1605 924 1560
3734,3241 1923 1922 3087 706 2343 1289 2977 1560 1714 3059 1990 1237 1737 15 91 1295 517 596 748 3167 1602 3130 2928 356 745 2899 13 1614 1736 2470 2435 2351 363 1871 117 992 803 3207 589 3079 2174 2115 465 1720 168 2979 910 2508 919
3735,1575 865 231 1200 1455 1325 1861 3031 976 496 2651 2022 2193 1681 981 1770 2463 2392 2455 1949 384 1034 2007 2971 2940 3220 358 1465 938 1673 2299 1812 2351 333 1023 1648 2810 3181 92 2470 876 968 2030 1684 1348 277 1405 1156 714 2182
3736,2180 2514 329 494 1889 1177 2770 412 2047 770 3229 1756 2190 2719 1505 2144 2222 1185 1923 2549 3209 2536 1274 2956 357 2435 2554 2646 18 3078 1314 273 2940 1060 2278 299 2622 1825 432 1198 60 518 1053 2888 1987 427 2100 1829 1579 2005
3737,1784 147 1837 1567 2466 1443 3078 3124 1681 2338 2799 2862 1875 2152 1936 115 1088 517 1975 1200 1254 2958 2147 2704 3008 3022 2652 1685 2298 3145 1024 1964 1147 961 2428 1386 3064 1076 1446 748 2937 1222 3044 1628 346 1226 720 2878 964 811
3738,1673 3041 2514 1197 697 457 2222 1923 2022 117 2885 2299 494 2066 1156 2312 277 1575 706 496 505 1456 2127 176 644 1942 2651 1405 3078 968 2351 2940 3142 1693 2706 1307 275 1857 1812 3229 84 2602 2750 2464 1200 2455 46 1430 331 2470
3739,1336 2652 2937 1465 1577 393 2176 358 2964 2668 231 1825 2770 1006 689 1330 2546 1224 1818 2403 3178 2285 1185 1479 1240 1348 3148 427 1315 230 2474 412 451 1104 1133 3073 3032 225 1662 2514 2555 1314 458 1714 1990 2388 3059 1117 1386 2885
3740,490 938 2031 2940 845 2173 1868 3142 1812 2537 1020 2312 465 167 471 2470 1575 485 706 865 2827 2262 919 571 2127 2455 553 1689 13 2645 751 307 3220 2217 1307 968 2661 2747 1194 3032 1001 358 1657 3078 1156 515 1268 457 1975 863
3741,1185 1575 865 1648 2940 1465 1956 3178 2179 702 968 1196 1474 2463 3031 2039 981 2117 2726 496 234 1755 3209 3118 1325 1770 706 505 273 471 465 147 1693 2885 412 2392 767 1059 1023 1409 18 976 783 1030 2547 2441 828 3127 3040 2339
3742,3078 2431 856 1386 1949 231 505 2351 2464 865 1896 1336 954 2392 2031 2179 938 2537 2547 836 2811 2022 1054 1686 1325 1224 2024 1185 2474 2885 2749 2305 1241 2823 2977 2115 2779 496 2602 1348 91 3142 905 692 1269 1299 825 3032 1470 1195
3743,697 2940 3032 2039 2783 2144 2549 85 1336 1949 1386 3209 2536 3022 2749 2312 898 2031 2464 1793 412 1194 639 1465 176 2013 770 2024 845 485 3229 1185 2018 427 2608 1662 2537 756 1023 1637 1193 2180 2814 275 1200 2222 422 2455 3248 2497
3744,1352 573 1034 2030 1812 167 2840 2206 2574 579 1369 1673 2022 2738 1031 2328 2464 2997 428 812 1197 3037 2312 465 2537 2066 609 1295 702 968 1237 1307 1324 1343 2208 2885 1892 2149 2828 1443 363 1193 1046 945 1735 938 1575 2899 473 644
3745,2190 2039 2047 1586 3032 2940 2403 1987 1127 275 840 1681 2180 2278 2514 1506 1348 2024 2464 1155 698 2619 432 812 1429 2091 2537 1628 3078 968 3187 1465 2845 950 588 2232 2031 157 333 639 18 2529 2645 865 1949 3123 1616 1232 594 1455
3746,2750 1443 644 1567 296 1088 517 115 100 454 1197 2841 770 2937 1195 3229 3209 1423 1770 423 2976 2696 1577 1193 1060 2964 1268 497 1800 2012 959 1737 2986 1579 2888 1973 2541 938 2006 3129 1857 1975 1292 783 697 2359 1371 505 1239 471
3747,3241 2652 521 2964 2470 1498 2726 1737 945 1922 1643 3059 702 1348 2977 2541 2393 1956 1714 1560 1736 1371 706 3087 465 1289 2770 2179 596 2875 1106 1465 3233 2343 3142 471 1722 644 748 1237 1034 1396 2649 1071 1602 296 1117 3091 2841 501
3748,1465 2022 2885 2351 517 1197 1956 2541 1722 945 2320 2652 2754 3148 2179 2470 1818 2464 465 230 100 470 2537 521 1949 865 1071 2940 2350 2875 803 275 255 1106 2688 2549 412 2770 1737 2855 1336 1200 697 1741 1371 1560 333 1498 2435 1318
3749,1465 2022 266 100 1818 2885 1741 1722 2937 596 945 2464 1198 870 2875 168 251 412 761 2770 470 2652 1991 3233 868 2874 1498 1289 238 3145 1713 3059 2144 3209 1046 3091 225 942 192 852 2351 2964 1071 1736 1358 2403 1577 1371 1239 1318
3750,2007 1365 2115 2902 372 2099 1765 2006 1871 2997 167 1115 443 1092 2339 275 457 181 1295 402 2855 384 719 1730 842 2805 164 295 3079 0 865 100 370 706 1672 3035 99 938 1567 2629 296 2795 2172 1681 170 277 3109 385 334 1744
3751,470 1348 1922 596 479 702 1046 1956 1060 3241 1560 1371 1737 457 2541 2435 2393 2855 1577 2222 2726 100 1923 192 2320 465 2937 1071 168 2616 1942 770 2127 1237 2343 2754 296 1736 2875 14 3087 748 277 706 3130 255 1195 167 1722 745
3752,1868 2537 1200 275 719 3031 496 637 2392 1455 981 1770 2547 3078 2940 3147 2193 1386 2117 756 2977 3181 333 2470 505 3209 465 490 706 1268 938 1195 2031 3142 2833 1224 1325 1034 1861 2299 1681 1686 1056 2885 358 2320 2823 1197 898 2460
3753,1745 723 2812 2959 3129 1577 1423 393 1130 2291 1184 3209 1133 2942 745 2893 1792 171 233 2126 2751 3241 2065 3073 1832 358 3010 784 2891 2533 1766 1987 741 1359 1818 1479 2159 458 2283 882 2910 1960 1342 494 2652 2624 959 2668 327 2197
3754,13 2297 490 1861 571 1853 1575 593 155 1521 954 1268 1054 3186 2887 905 2652 836 847 2455 1594 3105 1474 2113 1846 239 856 2685 3223 2970 384 553 1200 369 1386 2811 2470 334 170 231 486 1460 1812 1088 2809 984 39 91 2312 2557
3755,968 719 2855 2039 1693 3178 277 783 167 2007 2463 1465 3142 1784 1956 756 1195 2066 2339 84 2536 3176 1034 2946 2108 3040 1770 1295 1127 117 1443 231 2814 2174 3032 2320 1812 1860 18 1407 2651 2034 1156 2382 898 517 2726 2206 412 2178
3756,266 938 2885 1922 702 987 2652 2350 465 1575 2616 3209 2602 3241 2431 479 1818 1737 1474 1200 2855 2182 1060 100 91 865 2435 1237 470 942 1241 1046 1156 2464 1770 3078 1942 1106 1034 2937 1498 1045 949 231 1923 2312 59 589 2841 2850
3757,1575 471 2514 275 706 2940 457 2034 1185 865 2339 231 2464 1465 1673 2537 494 1386 830 2022 2902 1034 1923 2831 333 1197 2024 117 1693 2174 697 1200 384 2312 277 663 1614 1193 2855 1424 1195 402 1860 2320 3037 167 2622 1307 2031 3041
3758,845 1386 2940 2783 1195 2651 2031 2527 2976 760 1861 2359 128 2119 422 968 2470 173 1218 1213 1281 2514 2661 2173 2398 2537 865 465 1657 2463 1868 2022 1548 654 3209 3176 294 454 2178 1152 2845 706 2855 333 1185 863 380 176 2309 975
3759,1868 1200 1474 865 1575 275 505 1958 719 1455 2474 1784 1113 2117 2392 3040 3147 490 1567 1715 1635 1761 1099 384 1861 2966 976 3176 2845 1226 1088 1132 1224 2455 1185 471 1203 1057 358 1444 1002 1195 1353 443 2821 2283 538 965 2662 2525
3760,2022 1386 517 465 2885 1443 2470 865 1474 2350 2351 275 1868 2750 1575 1239 1197 938 814 783 719 1348 702 1681 1800 2841 1722 1818 1088 2232 2875 1755 1737 2384 2182 91 2441 346 2940 2472 2696 423 490 1060 2977 505 147 2474 2217 868
3761,1835 2458 1586 2108 427 2339 1386 2536 2180 2463 1348 1092 231 1198 1907 230 918 1336 2831 2222 2526 2940 1185 1575 2622 2770 2144 2537 1023 3032 457 2039 494 2549 2404 2007 2464 2179 830 21 1424 2608 505 417 1330 702 871 1637 275 1923
3762,2514 1861 1325 1005 954 2959 2464 1224 714 2474 856 1949 2193 3194 333 1002 2024 2115 876 2297 119 968 335 2031 2034 2977 1895 629 2196 1197 417 1386 275 3178 1200 2631 2222 2770 496 1868 2845 553 1015 471 1812 2217 1860 1650 998 2005
3763,770 697 3159 1693 859 2979 176 2108 373 1013 2940 3022 2012 2371 2706 2482 760 18 2885 427 3074 2312 2031 1348 3222 2310 1605 1577 2831 1336 1073 2064 465 2783 1411 2197 645 1197 3190 2747 589 77 2622 3194 1334 2487 3248 2719 1835 1860
3764,2891 2182 2065 357 1213 1268 476 2217 3189 2934 1579 2353 1334 1818 2319 2072 1956 1786 991 1809 1491 2616 2943 2610 3209 987 2171 1193 942 1659 2578 1313 2541 2810 734 2126 776 2570 150 2464 2435 3073 1087 2421 444 504 3091 212 2136 1233
3765,938 1868 1942 2855 3220 167 2470 2312 1034 2971 471 1455 296 361 1307 1056 1745 1290 783 3068 59 1135 2661 2862 363 3037 505 1343 945 2757 2066 1800 2645 2483 100 1046 1818 589 470 2460 2350 697 277 2474 2455 1184 457 2997 1241 2946
3766,1268 2885 1193 2537 865 1956 2176 1185 1567 2312 1088 1861 987 31 770 1868 505 2470 275 255 2351 2217 1818 100 1060 1786 783 1224 1770 1681 1579 2233 1696 3073 2855 3049 491 1686 1213 644 2108 1348 767 702 2182 1383 719 3178 3194 1336
3767,3013 2312 2537 2031 2196 1224 865 1154 2351 987 954 3220 1197 3078 3196 1129 1896 2460 2786 1218 2431 1002 3229 948 1352 2631 2885 856 1386 91 490 1861 1975 25 2514 3032 1793 1203 584 2547 3241 1956 662 697 2125 2823 976 1336 1868 539
3768,443 2521 1521 346 1720 3186 2976 988 1680 170 1853 2538 186 505 593 454 1298 1871 1001 439 2522 1533 2685 2069 2075 2309 2652 2627 2411 2971 197 2972 490 1119 1430 751 384 939 1088 2369 1130 863 497 1292 764 2726 169 331 1365 1200
3769,1020 296 313 1200 471 706 2979 2031 863 2783 1548 1784 2411 1194 2464 988 2463 3142 1589 1689 422 2977 331 1281 865 2108 2537 1800 2086 2536 2696 496 2706 2088 1102 2174 1770 2006 277 2971 1619 2312 2359 2119 3073 1693 384 486 2339 2831
3770,2464 2940 417 1348 1956 1465 1023 3229 496 2024 1575 1200 770 2541 3178 1185 2514 2463 2108 1949 275 3078 1693 1197 968 333 1868 2039 756 2031 3209 2222 18 2547 2706 2351 517 1770 1793 697 2179 1754 3231 3181 427 1455 2320 1505 1034 719
3771,2977 2350 863 2002 1857 3090 14 910 1462 2538 1195 3202 2841 2881 1034 2972 1159 471 2757 425 2750 2541 312 1770 479 2788 1762 2714 764 1269 2962 192 214 655 2309 1641 1602 2568 1614 1360 296 2651 803 1348 307 1189 1006 988 1563 239
3772,275 865 1268 2392 2837 2470 3031 2527 1722 637 1196 3176 2474 783 1214 1386 1455 2464 1861 490 2940 2320 2726 2193 2885 1755 1106 1203 1684 384 1127 2455 2117 2031 2678 2845 1770 3040 697 3241 333 3147 2514 2805 1195 988 2178 1949 1409 3142
3773,2977 714 2474 2115 676 1861 384 3142 706 2537 1224 2306 637 471 2193 954 1868 976 938 2805 443 1896 1268 655 856 865 2959 1405 2651 613 335 3220 1156 275 1005 2921 1203 3156 1755 2312 1938 1206 719 1383 92 1054 2007 372 2089 370
3774,856 2977 1474 1896 751 2887 2631 1154 905 836 319 1054 1002 1006 91 1861 1975 3241 3142 2113 825 990 2885 2970 2173 2115 2262 2474 3210 1317 1386 676 358 1195 2455 865 1415 2959 1117 710 539 1094 1325 706 2392 1129 155 458 1197 335
3775,2338 346 2883 1088 100 2488 1026 783 803 988 2398 2387 292 2080 1868 1975 116 2545 1010 800 91 1292 62 2862 532 2977 186 865 2705 1443 448 1714 2006 1020 3220 1695 2810 644 426 2595 2661 1936 1446 1423 2413 2750 538 1990 2790 2507
