keyword,movieID
beall,99728
vromen,99750 95201 85885 5304 74154 6611 3587 8154 6140 4282 5438 2351 41014 2862 148888 103984 77846 6662 91571 916 181139 100044 104069 131826 164375 7218 6332 131237 80727 82534 5749 5829 61692 5986 1232 85213 76738 7457 889 1395 1203 5266 7486 5878 5891 97 6249 4438 136447 58301 47538 3167 3450 1473 77688 115727 4591 318 8373 5425 109848 140289 107408 6342 501 67618 27850 7943 2835 4231 92046 100326 48774 4704 2979 6162 5875 51037 6542 8143 84942 3238 7394 174053 3655 8748 1054 1615 5308 6184 2837 6870 5984 143410 152711 446 141820 7700 4390
land,4967 26887 33312 71640 2826 1427 69453 64695 103596 4139 62849 101112 65359 172793 163809 5489 89072 3259 7786 4518 632 1589 52668 3395 2401 111551 164909 4174 27003 104129 2691 54259 2521 57499 151695 91077 944 3368 7261 48214 96084 103048 1132 208 33834 7840 111659 4519 51314 65651 161594 43396 99574 4157 103210 157172 160646 77201 177765 2093 56152 26562 7380 3095 2784 149902 117545 4306 41566 7247 44189 99750 4721 919 72733 93 69278 519 59501 1303 1339 888 270 7164 5109 166492 119141 53121 3400
hertzfeldt,99764 148881 4384 4386
stevan,99846 167634 4926 89862 4202 8364 53993 82 142456 889 1117 34326 6890 37545 5121 31700 64839 91860 183 86487 144222 34540 704 26696 53447 94810 3019 116505 94494 96832 102123 72405 6862 142424 8451 4200 63222 106542 1611 72424 130842 108190 33639 34397 33162 5799 92694 184245 1860 49314 3417 109673 2418 908 79357 71810 55729 121035 54503 7936 55272 31685 692 118248 126482 6577 7254 444 3073 94478 140850 6950 5801 1914 520 116419 616 112911 3760 7265 45382 1333 2090 101525 7150 69604 109853 2196 115216 93443 40955 4580 2089 64010 74553 168366 49272 54190 7285
olnek,99853
ziegler,60857 99853 4393 4386
knauer,99910 6412 193609 4387
seimetz,99917 1554 4386 4388
bradby,50872 103819 27866 99992 5625 49284 6720 8961 4725 95313 60647 2761 187541 4738 5962 2171 132046 95175 178 5416 1746 171749 2320 115210 4011 170289 60674 59131 8169 8950 4161 161127 61323 59549 33679 68157 173209 1061 81564 8967 105351 3100 4450 2315 4745 86898 55391 97860 219 5347 132796 4564 186587 158 212 3498 46723 481 2959 47 180231 47644 84392 1488 160646 27706 2607 51575 405 89492 253 350 61692 1619 149352 3445 92681 1835 5476 4901 103249 7458 91630 8984 4963 96815 1999 266 8 6536 69278 32 4142 101360 64957 53322 2340 129937 55363
munns,100044 95449 179135 112727 166492
youn,100068 3112 78703 131749 118930 71438 95199 779 1934 1685 109968 43744 2572 7038 3983 87197 33880 326 361 142602 142456 188189 88932 136447 79073 339 6515 7894 3812 119153 187717 59131 2856 114601 109483 91981 4231 1042 104457 56837 110330 80858 4714 4810 6210 1057 6542 7259 5461 81 107565 7477 55805 84187 116724 80864 52724 5951 113350 159093 4066 70533 47446 45726 66203 7773 3353 136786 32862 72919 32116 2424 102903 7150 54004 1644 104374 147372 5989 106873 107338 59900 82499 44195 8232 6614 86068 56941 6912 9010 50912 104218 5856 2169 50658 3326 3225 72982 8910
raphaëlle,100068
agogué,100068
sosenko,92637 81087 5618 100083
oram,100159
karas,183959 179211 159161 118930 100194 168632 3877 167790 119153 94959 8019 30894 8588 87194 162344 405 1625 8506 98604 3178
dorling,100226 759 6288 1686 33896 757 3155 51498 5068 147662 183295 6506 43556 102338 123 162828 1514 27584 46335 135569 67923 26547 102716 86644
gomes,100277 155774 193609 4384
mariana,176329 3894 61236 3046 44761 27595 96610 2775 5499 118880 104644 26169 179819 50613 171631 96020 44301 33815 193567 100277 1236 68848 8270 5596 27784 84187 190213 7008 27246 602 31427 5570 8645 91323 45666 2589 55844 27826 7080 110127 172013 8136 31522 151501 142074 5818 83601 184015 136850 126548 2281 6611 176371 90576 41 6314 135198 8456 190215 90353 6920 27513 1167 48982 2271 92665 4393 106 7841 182727 63826 7987 92730 4743 180297 134783 160571 103596 2320 4440 77266 2951 92427 4780 55052 41014 2226 2075 8964 161918 5102 54256 136305 156387 7137 6835 60937 76030 1889
telmo,2886 91869 100277 2146 116411 3899
churro,100277 298 7899 101076 159093 66335 146684 58107 160569
hortêncílio,100277
aquina,100277 936 4384 4387
solanas,2332 100302 2775 866 118880 113345 27627 74226 2571 59037 6934 152173 3894 97752 6365 766 5570 7802 45666 6571 55844 151501 142074 5114 5818 83601 23 7728 7357 176371 182639 44191 172887 101531 6031 172881 25946 7208 8465 182727 27660
viveiros,100304
wrathall,512 149 633 53143 5268 1236 5247 100304 104245 69251 5246 71902 4397 1230 85022 1292 4917 1235 5039 5493 3099 2372 140247 5102 3016 85259 4396 110730 71129 51694 8954 60 27373 78116 8581 8921 3660 74868 3967 3724 4890 3527 575 128944 3200 25870 6888 3738 2144 87298 5497 747 100 4804 6296 1904 157270 8235 60950 2134 2952 80489 71254 113604 2618 7479 87430 663 110611 4687 122932 3682 42018 3697 86960 34450 91126 109372 25886 7367 44972 7190 8361 4079 88267 142448 115617 114662 72171 26797 73106 4516
kargl,100306
rybczynski,100306
hunger-bühler,98623 100306 7745 53022 98633 42946 59143 30894 87194 26585 26612 405 1625 79553 8506 1858 3178 6721
haidle,100326 4467 5357 78626 5876 2606 6387 146244 26700 6807 6104 1136
eeten,100390
kaare,100397
ant,173355 47124 100397 2294 2355
timpson,3888 31698 100397 881 67186 839 7147 106889 3979 1171 86059 1474 2016 638 51498 36 3510 3145 6753 75813 3955 1870 3331 6382 5073 26726 152270 97172 5682 1485 4546 65188 3971 5615 73822 119655 1671 4643 36397 2291 2324 37729 1956 4127 26693 84615 96829 4342 5416 1162 4505 7155 1955 1661 1243 1447 2323 4808 5629 88 2095 100498 2609 47202 3361 58301 6954 2707 4052 1601 3492 2289 96608 4591 1254 318 1703 2143 8800 80584 149508 5298 59336 5632 147410 1777 122904 78316 26401 5334 2697 51167 47099 92637 42004 112334 51884 112749 633
bolsø,100397
berdal,100397
iván,100397
zagorsky,100397 38583 802 156706 77709 4975 155288 9005 6350 129 144522 93805 2283 34332 8865 2501 425 71264
kami,151763 6715 136834 4077 80083 100487
englert,77795 100487 47999 186587
chon,7879 3851 6156 158783 95583 160872 100507 8807 685 113416 100390 59022 88954
keltz,100507 6464 4384 4386
lansky,100527 38583 802 156706 77709 4975 155288 9005 6350 129 144522 93805 2283 34332 8865 2501 425 71264
cobie,106540 100527 165347
smulders,175781 91860 106540 144222 130842 100527 184245 2467 116505 165347 55555 4380 5489 7063 2447 44555 1211 67508 1893 71867 76143 4926 31410 6021 4970 5666 31522 7411 64501 3378 101072 4962 1306 363
chadden,100553 103865 120919 757 861 7486 33164 27866 27523 33124 113313 157108 4676 58287 61240 36931 103688 119218 1922 80906 150401 115149 168248 54734 190183 127146 2906 116419 103245 8643 52283 119068 152372 159858 97701 137218 284
congo,160 130578 341 60074 27801 96935 100556 4384
koto,109633 100556 193609 4387
syamsul,100556 65514 1429
arifin,176329 61236 58306 100556 110501 27784 31427 91323 110127 184015 126548 90576 3046 92665 134783 180297
cal,182293 100611 182299 176389 46970
brunker,100611 176389 4384 4387
barlen,100611 4809 88932 6754 42738 26059 5745 48678 2668 141866 61394 103819 41716 80748 4654 102735 1068 4487 3825 251 2742 3040 1663 4504 91784 4465 1352 3042 1391 91974 95875 102749 1456 1051 1476 4517 7895 53972 45431 43836 2257 109372 4203 5338 5224 110281 5696 610 6155
bernthal,512 171763 2178 149 633 100737 53143 5268 1236 3452 5247 69251 547 5246 338 4397 3889 1292 4917 5039 1235 5493 3099 2372 3016 85259 4396 71129 60 8921 3724 4890 3200 3738 5497 4804 1904 8235 7479 87430 3682 34450
jan-ole,100843 1355 95654 26631 4347 1151 1556 1354 50872 82 1446 377 8138 26308 32460 5425 1357 181719 173963 2632 4265 6064 5912 7936 42176 4128 152065 3182 68536 7757 89118 59026 5341 7562 172013 736 1860 27450 8656 6564 87834 3736 8533 2719
gerster,100843 52604 4546
schüttler,115969 100843 193609 4387
dohnányi,100843
chi-kin,100882 104129 4629 5959 98633 8529 57499 7844 419 102338 49276 3421 61026 27802 5720 26413 68486 5786 98503
lemke,92008 5881 103755 2912 3503 144620 47640 101025 126426 7312 6994
haifaa,101070 5876 6387 146244
al-mansour,101070 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 381 735 320 169180 2473 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 39444 3198 95377 2651 159415 1037 7831 2182 3731 2156 79553 2313 102088 51931 2643 6425 33815 65982 63515 27328 65514 142056 5710 3230 274 4053 2978 2212 128089 137 6789 6476 233 159403 965 7834 80478 4956 30803 103865 99917 6285 6611 7891 103366 4373 6954 2969 112580 516 62970 26614 32657 158956 171 120919 105211 5071 3423 1965 31610 105746 132660 1303 4849 5329 2558 108729 55241 289
waad,101070
mohammed,111795 171763 165103 4158 7449 174053 135887 80489 592 101070 3456 145150
reem,101070
abdullah,164917 5899 40491 7820 101070 1546 5838 5470
abdullrahman,101070 40491 1546 5838 5470 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 381 735 320 169180 2473 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 3198 39444 95377 2651 159415 1037 2182 7831 3731 2156 79553 2313 102088 51931 2643 6425 33815 65982 63515 27328 142056 65514 5710 3230 4053 274 2978 2212 128089 137 6789 6476 233 159403 965 7834 80478 4956 30803 103865 99917 6285 6611 7891 103366 4373 6954 2969 112580 62970 516 26614 158956 32657 171 120919 3423 105211 5071 1965 31610 105746 132660 1303 2558 5329
gohani,101070 77177 6382 51709 8093 3760 48001 27869 54648 3414 187595 122886 876 135216 1210
prochaska,128695 120919 78703 83796 757 861 7486 27523 1821 101072 36931 174551 278 141816 106873 2411 109971 359 128197 87304 87234 1893 72356 44851 8866 828 1889 3132 128902 1116 115819 2774 3056 112454 60818 6402 389 166203 26875 6040 112171 93242 80478 26777 151479 55687 151781 165959 4902 6927 26413 3313 68237 193579 5477 81847 112580 91666 93022 7294 98503 2692 472 50005 157110 103335 3695 1965 1503 84615 4849 3219 8025 1902 1060 76751 71500 70301 2245 143458 51573 66744 2550 81132 57910 802 166635 5723 5068 65359 5081 95473 74647 75389 4759 649 80917 265 3361
lubrich,1121 142115 374 97913 313 152081 84512 2932 4929 5507 5562 175585 7082 4019 60753 27176 1581 2917 1406 3331 1235 100737 2239 7074 74282 32442 3453 2145 3618 49524 116963 80839 6887 3632 54281 4474 5267 4130 2416 81383 142020 2420 2763 3714 3683 3596 26765 4860 6203 2008 938 3056 2114 2255 39 92760 3984 17 142558 5548 126921 3475 8617 3397 4699 6783 2730 898 2978 33158 2033 40629 4876 2208 6912 7579 3315 413 1284 970 3096 3176 255 2559 4736 1934 6298 3965 419 8533 476 3385 161008 54780 59947 25850 1033 4356 111146
ott,101072
kiendl,101072
rinaldi,936 147330 172793 101074 151317 147250 147326 147286 146028 173535 147328
jud,101074
rhythmaires,27604 101074 7045 8983 27426
vanek,101283 8364 82 889 142456 34326 6890 1117 91860 144222 704 26696 53447 3019 116505 4200 63222 1611 72424 130842 34397 184245 1860 71810 79357 692 6577 444 2196 4580 393 109576 4019 26002 3597 149612 26308 32460 1676 94867 2878 4697 167634 990 2447 464 31030 4714 6162 7454 1497 97285 45 7700 173205 1194 157108 33237 2807 71867 4124 2511 1867 5212 2389 5283 3182 52042 7218 5300 58826 2808 1201 4926 1129 4030 7831 4833 64983 3871 5666 9 3681 3516 99574 127319 8008 5649 1123 3926 950 27705 26198 379 3545 90345 405 7833 249
evie,101360
rothenberger,53435 7317 3627 42723 2387 142074 32659 94018 169912 152079 1447 107069 6899 58301 1601 5773 112897 101362 184997 3037 6707 43912 48698 133832 6310 95543 18 142509 52724 73822 5615 1671 104272 149406 64622 184931 64957 157108 6973 140850 3083 1243 91671 5218 5893 87222 7025 69644 6951 60074 3150 67295 136556 160400 3006 4424 68157 160644 96373 54736 69469 77364 94677 1089 5974 26422 5580 4643 6927 8937 58783 162598 4639 160569 70206 52281 59784 91325 1105 3473 4215 6764 155509 1726 100304 2691 6510 124484 356 1727 60040 49822 8978 94122 7293 4152 41997
benedikt,2359 7125 152079 101362 4909 4929 3031 4086 101 513 524 1180 182293 4816 167018 2871 7372 148888 59295 1266 26764 80489 4110 169992 112497 39449 2586 61132 3298 102760 89837 4740 51088 182299 157312 27751 97870 55290 46972 54732 1704 97304 68793 106918 178827 487 162606 132660 65135 2558 85414 111913 5312 6417 326 142420 7366 72479 2165 27674 2504 71248 196 5081 1121 118198 103819 2271 85736 7163 930 1631 114044 130452 115111 8982 65037 2493 6763 8016 7448 136355 170289 60674 118326 125 33435 6503 7173 1834 136800 1921 161582 4378 95583 3052 71135 6509 8528
justice,3420 102084 510 104419 1203 71838 4064 101415 2922 61697 4465 61 74948 160440 67695 5246 1189 157407 1401 4973 941 165343 7079 4164 58404 184931 1617 122898 3434 92198 103384 72171 3744 103233 5248 136864 72167 1825 69 5874 5170 5218 3177 44022 95858 4355 99130 182299 5041 7175 645 5292 4440 130976 167634 5572 981 174551 1635 117922 178061 7261 165671 2651 134021 157270 2624 108156 31422 3799 65651 4735 112175 55492 32289 7038 52279 70301 33158 69644 151315 2890 26764 156025 93510 57522 6971 109317 155812 133545 6006 112138 8361 4003 52245 95543 803 160569 156607
tomoko,101423 143458 128914 153236 2625 183959 104129 6723 876 110281 7141 496 6722 7125 87522 3957 1042 2692 4255 1503 77427 162344 59018 1243 4380 99992 176 79073 331 7103 109483 85881 131130 5942 2867 44004 26861 26504 3958 4340 3393 1857 1100 6867 5452 8225 2840 2028 2629 149334 1948 6033 1667 2822 3130 130087 68835 544 26887 4687 7102 6476 72720 115969 64010 65601 1979 7460 168350 97752 2017 1500 7294 4304 160980 100843 2915 80584 2476 2260 4180 66198 3966 96471 113186 142420 1731 1614 5925 3525 142488 62849 4608 3370 2375 5081 27002 139855 55946
kotani,101423 1678 107159 6723 667 4846 6722
takumi,106927 101423 37495 7657 77881 159403
taichirô,101423 44597 104129 74095 5959 8529 57499 102338 49276 3421 61026 5720 26413 68486 5786 98503 100882
hirokawa,101423 27186 193609 4388
coccio,101525
ramaa,101529 110501 425
korelitz,53435 42723 6707 133832 83134 6998 142074 101612 104272 68157 8033 95313 1201 61240 2761 184931 152071 94122 73321 52281
fede,161634 101739 4384 4387
rodo,54256 161634 3952 5398 101739 2336 7894 164540 8720 3789 102735 1793 6064 112326 2085 7036 1327 96084 3959 5721 1950 4613 2529 4866 1333 4127 55110 27426 2740 6794 135216 26492
sayagues,161634 26840 151763 27865 101739 8607 6523 108090
shiloh,107945 6668 134158 102378 1547 101739 91981 3289 1757 232 102088 27032 8983 36931 60046 861
ahearne,7564 101741 33966 26782 836 4662 181 257 1826
yoann,101765 5051 5434 6400 3966 2662 105250 171495 26313 132362 1480 2912 132153 7772 22 26133 4093 343 25788 2971 25952 97470 4477 6203 2201 61071 26745 879 48883 7083 7004 60289 50800 5372 114678 84246 1413 431 4131 8331 4164 7219 4527 33669 58107 4635 104875 5189 7727 41566 7247 533 7212 6358
gromb,101765
pol,1299 101765 193609 4390
gajdusek,101864 4347 193609 4388
ronnie,3725 134853 5529 6014 3677 85334 67695 82242 4961 32298 3361 101884 1794 3259 8641 852 6484 96606 4047 1566 50942 6186 100226 3263 2586 4008 2081 588 72737 5582 166461 61236 627 61210 5882 71732 6417 34540 122260 424 4321 2407 83480 5523 2502 3107 4292 136297 4211 103688 6659 49772 119218 7124 1289 2567 170705 3036 378 2606 83910 4827 2518 4006 7373 3622 8512 3466 1951 4710 7477 113394 40962 5285 104913 3345 131480 5784 5961 26409 89190 26386 6950 2193 6185 508 2374 106100 2516 6203 371 4035 4995 141646 69227 44197 45447 62644 5410
sorlie,101884 27716 140289 32770 27722 8117 1485 113394 162344 85367 213 81257 1513 6192 96829 113780 129937
boseman,83601 113207 101895 122906 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 381 735 320 169180 2473 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 3198 39444 95377 2651 159415 1037 7831 2182 3731 2156 2313 79553 102088 51931 2643 6425 33815 65982 63515 27328 142056 65514 5710 3230 4053 274 2978 2212 128089 137 6476 233 6789 159403 965 7834 80478 4956 30803 103865 99917 6285 6611 7891 103366 4373 6954 2969 112580 26614 516 62970 158956 32657 171 120919 5071 105211 1965 3423 132660 105746 31610 1303 108729 2558 4849
t.r,101895
osawa,27186 144522 2606 5880 101962 5080 1582 3409
haru,101962
ramm,101973
arad,102852 102007 4384 4387
worden,27866 33124 102007 113313 157108 4676 61240 2906
gwendoline,87197 5953 113280 759 6288 107723 393 4236 27434 1295 102007 521 3355 6999 1144 757 8832 2972 32862 51498 5068 69849 2007 110781 82 166203 147662 2865 8989 85131 4446 2323 183295 1907 4759 6506 43556 27716 102338 42728 123 162828 133365 8666 100882 49651 6345 1514 27584 170907 46335 6183 138632 5300 474 113453 1189 136850 143859 135569 53127 761 6650 2427 115569 67923 5673 26547 2839 108945 78893 102716 44849 86644 59387 626 92665 40819
yeo,102007
tatasciore,142056 102058 102007
yun-sung,102025 6288 6382 141400 103772 31221 6571 667 26399 74226 3790 6765 3350 52328 6668 146730 84414 4103 2585 135815 136012 3158 213 2792 46322 6213 3475 26236 134019 5388 7340 66915 53355 40819 3792 517
yeong-il,162082 102025 341 27801 102007
jeong-im,102025 341 82667 158783 27801 84716 48001 27397 53161 6210 72178 42632
soon-jae,30803 102025 3760
paur,102058
moorhead,102066 130840 171631 157 867 121097 837 7895 706 77795 42723 413 53808 105755 91873 128908 95088 26472 72395 3918 57243 160565 2775 111443 6280 5707 5337 4141 6992 193587 3833 90719 8462 6300 6265 7048 1565 4412 4630 163937 27801 1679 4284 34292 4701 91483 172 2792 52715 7636 2997 56587 26681 2589 55036 101739 4031 745 3168 181 53143 5485 78467 54648 50189 4749 53450 3315 73569 133879 74508 109850 127194 63853 4899 48385 59947 165139 34450 87876 130518 134783
cilella,80584 130073 7380 102066 5878 5461 38798 164375
vinny,3061 8371 2302 3673 92309 102066 170551 66310 27563 5507 2207 6280 5665 3298 104243 2035 61350 3675 3300 135532 44197 130634 148675 112852 32017 170875 67923 4369 102716 86644
montague,102066
killian,102070 165635 168612 2589 27826 136850 2281 41 6314 48982 4393 7841 63826 7987 103596 2320 4780 55052 2226 161918 54256 5102 136305 6835 76030 1453 52299 80860 3075 30894 86880 5111 27595 4378 632 2359 2333 346 1957 3662 3947 3793 55444 4794 91976 1719 5165 160422 168248 167018 1656 7650 56620 7123 1437 111362 112911 5666 2706 3353 106489 141799 55259 19 2600 8290 258 979 3664 135288 916 118696 7988 6402 5872 131013 4370 1606 58162 131130 2482 98809 4865 2788 2236 54190 5422 7247 7190 3514 5952 54787 5400 58295 10 140016 4993 2554 7057
zisk,102165
chariton,176329 61236 102165 143525 120919 757 861 7486 27784 27523 31427 91323 110127 36931 184015 126548 90576 3046 92665 134783 180297
tye,102194 127212 140956 141408
lofland,102194 4967 26887 33312 71640 2826 1427 69453 103596 64695 4139 62849 101112 65359 172793 163809 5489 89072 3259 7786 4518 632 1589 52668 3395 2401 111551 164909 4174 27003 104129 2691 54259 2521 57499 151695 91077 944 3368 7261 96084 48214 103048 1132 208 33834 7840 111659 4519 51314 65651 161594 43396 99574 4157 103210 157172 160646 77201 2093 177765 56152 26562 7380 3095 2784 149902 117545 4306 41566 7247 44189 4721 99750 919 72733 93 69278 519 59501 1303 1339 888 270 7164 5109 166492 119141 53121 3400
bould,102217
kuan-chun,109295 61465 102338 136834 298 32511 7899 7486 101076 159093 66335 146684 58107 31664 50800 79553 6909 26681 160569 6387 7108 100882
aram,102378
kellan,80584 130073 102378 7380 5878 5461 38798 6464 164375
neel,102590 160646 137857
lipman,102590 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 735 381 320 169180 2473 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 39444 3198 95377 2651 159415 1037 2182 7831 3731 2156 2313 79553 102088 51931 2643 6425 33815 65982 63515 27328 142056 65514 5710 3230 274 4053 2978 2212 128089 137 6789 6476 233 159403 965 7834 80478 4956 30803 103865 99917 6285 6611 7891 103366 4373 6954 2969 112580 62970 516 26614 32657 158956 171 120919 105211 5071 3423 1965 31610 105746 132660 1303 4849 5329 2558 108729 55241 289
vakhtang,55253 1678 298 102602 7023 232 4373 861 4743 3117 6723 667 39183 1635 4440 6382 4846 70984 97938 17 120637 6534 3996 3972 6722 112 157296 53022 1858 134019 142448 2880 98503 876 50005 59947 100882 26547 2879 6721
kikabidze,102602 90531 91890 141422
mher,102602
mkrtchyan,102602 7023 2972 26765 92243 1858 136834 27802
proklova,102602
vladlen,171891 55069 141836 6754 42738 102666 5745 114795 2668 61394 102735 3040 1663 4504 3042 1391 91974 95875 102749 1476 4517 53972 45431 43836 610
bakhnov,141836 102666 193609 4387
kuravlyov,134041 102666 193609 4388
demyanenko,199 174551 140816 127052 107412 7023 2972 102666 26765 92243 1858 136834 27802
vithaya,102684 26840 4372 151763 27865 37386 8607 76175 6523 5621 108090 151315 103655
pansringarm,96606 102684 68872 2116 71160 6242 4993 66198 64839 4139 420 7335 2226 32743 2824 5679 44761 27839 8494 49651 4002 175435 2050 73808 88235 6514 4946 5060 86892 117630 103137 102033 7584 106489 74510 3832 2568 965 93510 1228 2179 147328 87430 7153
holcomb,102735
birman,102735 3076 8463 102749 7367 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 735 381 320 2473 169180 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 39444 3198 95377 2651 159415 1037 7831 2182 3731 2156 2313 79553 102088 51931 2643 6425 33815 65982 63515 27328 65514 142056 5710 3230 274 4053 2978 2212 128089 137 6789 6476 233 159403 965 7834 80478 4956 30803 103865 99917 6285 6611 7891 103366 6954 4373 2969 112580 62970 26614 516 158956 32657 171 5071 1965 105211 120919 3423 132660 31610 105746 1303 108729 2558
nagy,133645 102749 193609 4387
schiller,5720 104129 51666 102749 2752 102760 6517 166526 26375 5307 5959 4064 4654 45081 8529 4194 4296 7716 57499 4065 5049 867 102338 49276 8190 3421 5155 77177 2669 7086 406 67695 468 4662 61026 5531 4531 26413 68486 5786 98503 100882 1949 26249 1213 5027 4500 32582 4611 91873 47538 1128 2921 8016 5292 114707 71520 43708 1234 6893 8045 26365 91323 4521 6480 158872 49284 92422 8119 6055 2794 54503 56176 2671 33237 81564 3484 93193 97785 4822 26084 91483 459 26750 3280 125221 4280 2796 458 8410 78209 32060 176579 8690 5603 1982 2995 210 996
sellecca,102749 87306 81791 1615 83796 161966 111659 55814 171759 4447 7438 6535 155064 8917
deakin,55555 27178 44301 4470 40491 6286 6782 102760 7022 4629 98633 7844 419 27731 71823 3768 27802
sumner,102800
thorson,86332 122916 165639 104074 106072 58425 102058 77206 26002 1248 923 102819 25940 25927 5177 185033 2848 6460 4006 3632 106002 1212 27006 5596 6983 3510 3331 6382 5073 152270 26726 1485 65188 31698 119655 2324 1956 4127 96829 1162 1955 1661 100498 2609 6954 3492 80584 149508 26401 2697 51167 92637 47099 42004 112749 51884 8530 5925 4537 90353 99992 118896 38294 2098 129937 6945 118198 5780 452 3727 1633 1350 45662 26694 52 42943 93721 105197 4772 8835 7449 881 3626 7127 136024 130052 39449 3888 91981 46865 3089 5111 2456 113 6961 4994 2370 428 44937
mekas,102823
brakhage,102823
dougas,95311 102852 3993 44709 453 2566 44511 1460 1020 20 134783 93022 7294 1310 2580 5137 1060 611 59143 136355 26701 3918 128852 2818 6322 176751 33679 58025 7373 115664 3919 131480 4953 6422 164200 111759 65882 243 5418 54686 4453 86911 391 5650 33188 124484 32029 57640 5189 57326 100579 2092 117646 135569 3774 69453 78105
goodkind,26547 118784 553 5597 93723 1173 764 8424 39292 71464 6774 3471 89118 41769 1721 27873 55830 3831 142074 80693 6650 2390 134393 7743 1660 3315 47978 173145 8910 26849 168612 155812 37844 30822 1290 94325 3448 5214 5111 62999 66785 7843 5198 26726 71484 32442 51037 136864 133832 79134 1307 49130 76143 140301 26680 4160 5505 1201 146682 79333 6021 144714 82378 27537 250 2268 2642 1711 8190 54372 136016 3526 50064 50158 49822 1784 3200 108945 6279 3449 96829 39801 140 1704 118706 5152 1804 7323 5238 5688 2044 5856 8125 3447 1639 100498 2096 7202 3045
common,7460 5116 58376 318 33310 75816 2418 2287 1968 45969 91483 102903 176101 110281
jonathon,102984 193579 4452 102993 143257 1911 111921 111443 637 91077 1060 4284 53453 6374 101612 128512 171763 140725 175485 7835 130052 136800 105593 71668 161580 111320 3531 1465 100507 8372 179953 8376 116 112421 59022 3784 41724 126430 4900 93831 103233 58425 802 166635 50851 172705 4115 151557 45501 6330 111795 117572 8532 94018 49110 104760 339 165103 102070 22 2344 3208 2353 2605 61697 44840 4090 106330 524 2145 2447 359 46850 7041 174053 89678 648 8972 101076 105213 3428 82053 135887 4526 1599 56176 3912 6297 2318 8866 2875 54281 2178 69606 6936 1952 7258 122922 100737
paterniti,1671 102984 1126 72694 4546 2170 7705 695 7889 3528 2421 92309 97921 5541 1731 6827 2119 4947 2922 72624 105020 95843 1289 8302 55156 5226 2085 6888 109187 8387 3048 2420 1498 6239 4610 370 466 4519 2378 502 3330 32862 3135 4957 1699 2380 8600 2383 2381 40955 444 4155 2379 3103 667 2422 3169 222 4180 2382
denisof,169912 4703 5071 70015 86781 64 2281 27866 103027 33124 113313 157108 4676 61240 108729 59810 96832 139644 164179 688 2906 376 117922 104879 2763 514 1799 1430 479 5218 6592 146684 44022 69644 26498 176371 3747 95543 160569
kranz,141928 103027 193609 4388
vogt-roberts,305 195 2893 6656 159717 69224 7245 52281 3515 5055 1323 5550 2347 3406 3372 26265 105954 6267 1068 136664 115617 4686 62799 52784 3267 103048 1694 162 80219 364 6636 4568 300 142448 8261 54995 182297 6153 4963 27751 4717 8907 4232 6204 4337 168254 131724 55946 1791 173351 2802 80549 4116 6302 26052 2745 148592 161830 121231 31692 1942 1234 7772 3763 6568 33681 5504 428 32632 7301 175397 163 140267 5356 6709 3395 1337 5483 6566 2549 26151 1256 6453 44657 281 3468 3098 8424 9005 71282 63239 3111 51088 1100 535 7156 26409 3843 7900
galletta,103048 4378 55844 143355 80241 122898 45106
basso,124853 103048 7305 6810 381 31 1569 60365 2605 8928 60803 3185 41769 1961 139747 2297 4111 6093
moises,103048
middleditch,103085 136666 170939 4334 2697 27480 889 1392 132362 114044 31660 3513 151759 4265 1518 116849 58025 34528 6265 2970 3551 93988 86781 1677 1635 6379 54736 7440 87485 3000 44719 2816 123553 1366 232 4248 3667 2406 86014 1729 89343 80727 996 77206 6949 82499 2126 32598 60885 85316 140359 77421 93114 8949 44665 2468 476 58351 6332 55241
darlene,88932 4809 103107 6754 42738 6182 5745 6239 2668 2469 61394 80748 102735 818 425 2339 4589 1663 3040 4504 3042 1391 91974 95875 102749 1476 4517 53972 45431 43836 610
merry,103107 119964 40414 72603 52730
sales,6818 27829 1103 133716 3566 417 70565 103137 47937 2737 27689 87298 6022 64 8410 6954 81456 153408 199 896 7209 2662 113374 7299 526 4942 4237 841 1873 1702 27815 26095 1415 93134 99532 4298 2731 69251 63808 7116 277 4383 5932 718 8128 3243 34397 26340 5088 2860 73 60408 91353 6773 3592 37477 91355 4721 2096 99149
broussard,103137 47491 144478 39715
scanlon,103141 2654 4178 2651 3928 8136 25746
schweighöfer,4438 4342 4440 3289 103171 26401 326 26694 120637 98499 55253 6618 2609
torsten,139857 103171 193609 4386
künstler,103171
